p1,p2,p3,n_pois,business_ids
75,55,70,3,vEvCSGaJtvjCeM7Wapf4qg|C1kEPl8gvRl8AZaZPQuKvA|1yaUqxNualSrisnr0s1j8Q
32,114,4,3,vufXnNdvRl_Y0wAj_wLzOg|t8xJ1hwM41vYwe7LxIyqaw|CTpKBuS8cluPezVIzombtQ
24,30,80,3,6--Phd3PhfLWyrdz0tjm0A|g9L879iOFJJG-832He8vVQ|pgYvSKdK7AEaxJjoaWAnUw
98,34,124,3,eEWLXhtdHWgKqLvPzrtFFw|EATUK4nRZ_WnW6zVOoFOKw|NSL_2oMWA3JQn4UZMdnyfQ
86,53,106,3,FKK5ucMZVKr6qdU_SnUEuA|WV_laHAq_OEwHTannJy_Gg|9MZbqxsGdTvDpqIG5H8Ydg
74,88,33,3,wSuEwNNOTSH8LJcH1PJAYg|sX-HF1WzCOpvePr4EMSlHA|W49fAQGBt9IgduhvqqRQ4Q
40,30,124,3,qvlDimBAIxj9m-sk0eIizQ|rvvmAcvsgwyqObpOYuRp5A|n1-nH_JdJCxYd-hysRjdrw
38,102,33,3,xph-XbBCctanFTLxWHGoPg|ksXjysUGx3NdxVI_yssfPQ|M3e2tb_biSJJzI71Mpq5Ig
96,11,4,3,st9YGWFXfOrwlpcw_KNS9w|7PGabPXRNxI76U5IFIJPYg|939xMaZPJWoWdzFHt0oMOg
63,90,59,3,afgzasCXkOiMzA4PaPBTGA|W3aITDQavI0leGSJu9ocdg|XGZnQKo6FZ8HGx9DA16ZZQ
72,51,124,3,-dQmz_R27erIuM5qR5jKIw|u401RMGQdF4N5Q6omN385A|OHs8Aeu5lPM-BBfUqyU7Dw
7,88,34,3,eeKJYP614nNnDwnjKpl7XA|0jJf0DNHvYI0itdQSezsgg|ilms3tyoWYHDPo00lmrMOw
38,34,124,3,fb0BA1v5LiRvNoVOTMjUYQ|8-ulClef3pAjDy_l4jFa0g|cwwVpLu9CcMP1f-991f2mQ
72,73,124,3,bUnqKEP7h48ePxHMXV0fNw|m8ISlBOrLx8by-3iYrc3XA|6AFzUToxt_6rkhkZgFlPSA
47,88,104,3,J2Jl-zmU7bjKsc9JZ65c-Q|AU5C7IX0mogLK32u2EEOBQ|WmGSfx0JbwNRT03ozyjb6A
4,30,27,3,aDB7LpvSsdfRA8gERB3cng|sk455ItxuanT8Bq6raXLpQ|q05ZJzI4qwGEgwJjHoPNdg
55,76,11,3,kyxf8dlzu9CiEBbRlQzBPA|nt5wkQvL3UGT1LDTSAHMDA|B4YcCewfZMS8GwH7lJOHgA
0,52,125,3,ngvE1G9IckUO-ljZBFo23w|TIoiB8PYw4GjAqDiP-iJKg|i4uxP1u2a-t82ELdNrVCKA
120,34,11,3,yUEeh9nwaycI6fKLruD_rQ|4iXL8_-le76T3o2b05rGjw|I0BoKFLq3jbkhw7GihOT2Q
71,32,125,3,od6skmfXz9twktEAuJHEmw|uIZwBkvWicqyWraXvYOipw|khH0QtNyUjcExh9i2CwGfg
24,55,55,3,4D_9ndDcuZqzICuWImxIVw|57jQ8IbUXc6sJarQtR6-zQ|FWgD9OVHXqaFlEB0ytnhOw
39,14,4,3,0tamJjc_EA4uLJOhb9dtgw|5T9jV-wah1mHwKl-MQ5JmQ|HqOdvnCuA5SxRiuf3lNgig
58,42,43,3,1dAOjmIN0qp0OHgA9gLX_Q|OyIl7Yq1u9dP5zOy3KSRrw|29B3_aD8CzjfuE0TIq07JA
62,48,4,3,DsKzHnkLKnxZTVsFpts4oA|w_JNBcdRer2wZlKMiC4hHA|XHxBVSGvlPnbNBDGCJ_TTQ
71,114,125,3,fnO03-RX7UDC1TzXETWEsQ|HFq60sdhRCUcauMDVy3Zdg|1GtznWHocNxSCunIKUzcmg
14,29,75,3,O0wAG9M_7HHs6sCS3w6lTA|6N85TiNp_MjsYQGYjhXbcg|RxHbjNxcDyl9XUnm_nyuBw
57,64,10,3,XSi5Cik7HKND7MhADz_Efw|hdUq663qoLE_nLaObZSiFA|eDGOISChYnD6mGltaIl5Yw
62,52,101,3,sSNE0WdjdqUKBvjq_zYedg|i3mk-jyyDvdsWGn6AtdkgA|DU3_aWnPPb85m_CiR_pMmw
89,56,94,3,A8C1KXkiKSZytzo0h-hgNg|Hv7e5Csyo4pfX60JtBPj3A|lFs4LIQn_kbsLozQzk-4Qg
51,112,75,3,pCdHHSIYirmUVSQC0y4YaQ|DqMK22MKFgpUfmgzMH3G5A|IcD4lXY6lT8zZPkGD9Flqg
34,59,11,3,GgeFpraxBSlUiSaToADgXg|ImoyssODhv3nVYuAUB4E8w|IM6rrKa3mG4WEofmNp4WPg
67,89,124,3,vlKGv6VOoNVwPDzqee6n9g|LHNwrQPcJs6v53EkEmiLVw|l4gh2j5frw2hOE_zN0gypA
104,125,101,3,bvg9CWsF3FIA-oq00MulAQ|BIwTMKyB4Tb81Kj4wsz9Ww|h6jLBqYsg70klZfcXK4Pjg
51,14,10,3,02qFLwwFi8T804rHcYh7Zw|LtlXh8nNVbo5vbCBHAGUgQ|fZ2RkIwoDCcODCOyoBTplg
41,120,104,3,sgx_zuhSzxNGQThLBUm62w|Wlvr5wT9ztlJb4eNVAKxIw|nBqvryCdn9N_vU4rdCbnHw
55,125,75,3,2eNFk3pP0nKt-VthtZDOqQ|hX_8ZUmIqWFWzjdiPrf23w|Vcnws7TjTjDVV4n7dhoNsg
64,108,86,3,LIWqZA1L7s4YMsegNO9Hjw|pwbx5FtKFTcZQuLNbHRh8g|QOUqT4PuH2Xm-ky0R87JNg
36,120,88,3,xFdZbv00SJwv5YSgwAGwqQ|UQLWfOGTF-7T2EQlUT92Zg|C5MdSiVtZKirRghyh08C0g
115,38,126,3,HF1YWT8QVR7095r-aLbV5g|mlb7G66nkwYddPBfldUtIQ|YwZKgE9qeVJp2ziQKcjREA
126,54,94,3,PXjSRl5yW0lEN99I3o5x6A|IXaQH1NAnU8xh2tdzwkSEA|h7mFVFERVeiVnwnZNgCUxA
86,75,4,3,ps3_Cfg3Rad464aXa71PqA|uiZYkZbLxI4PwwySBO4Fnw|_uqXp-NzegYOx3JR2hrLVg
38,69,95,3,aJCQFIfq---psnj_BVTyQw|LHzg5i6hX1Qb3OxtWJ4QDQ|Q9knOlfU9ppR1HhtK8r7qA
110,71,92,3,xdZRBVs-bAJGn_IEFZAObA|1LtVwFZa0iPEMu2lkofiRw|TE6dQr_mTEoQp2GkypB9yg
19,31,27,3,XQWZQjC73fCTRGWnD18-Eg|75pheRYoJf0hdWs9pqLE9A|VpnEe2jpty_M5eDMqSvZng
64,53,10,3,iqN5CY_BpZ5pQFBnISYy-Q|4coGTu8M0oqr2Dy36w7Mhg|Fu2KK2odYfHdpmAVxrZolw
97,40,43,3,Vusu_JG3ugyJ-pGDO4cHVQ|tP351Od0BnWRiDX_X054Wg|rajhXVhe25WptAZx26UqTA
92,68,10,3,CuFvg-Bzmbnicm40hm9NGA|PesGVi8-p9Uk0nrE8loh5w|pDvxBSjmQvpCRqqsEAR6PQ
42,68,10,3,HQk01S9sVTJRVv7qr0r0Ww|NhZr9bxP-TjFer8O_eGPSw|57SCpeLH0jkwgq8lUsRovw
127,56,75,3,t-QoyFuiNKPOioysQx2qHA|UNgDjuoxliw5vGyj22GvmQ|lpDOqBhkJlxACzKQGAj_uA
103,53,4,3,_eKF42et6OGeej3bZUAsPQ|Y4KG2Lvicl49A8X_a2t60g|2t_w6mWRC1i7f-a5IhcqBQ
96,97,86,3,LPZz_elCEcTTBokuQWDWcg|-jdKfTfO0RiZxagql-Tcfg|ncxNTG_MMPzO1M7RWG5CZA
103,109,93,3,qVfXOR_ZQchCCqj5VRz8tA|YS_z3EK7UHvM1hCvLVaBBw|XbXCQOrLQi2fjLxgvJBiCQ
54,34,118,3,RqOH4Yarn8gOyI5GRjKXDg|C22umiDZ6w7DyK7-Q92UcA|4Kvl1FmNNxD_kh9ynGhthA
99,60,19,3,CSAJxLa_LeuIDe-lHrC03w|hVRebPv7EKMUGVV2m5IKaQ|zCglWMsODFnewijW7S5KwQ
25,59,11,3,SWLI1mIRwaGG_jkCnohwdg|gJitGc7Qt14RGKOM6yeOsQ|fG0ou3Vk_Wmana5QGnxrFQ
54,81,110,3,5XXDQcFywoev3A7EApxC4A|QI0FYatL0VtX07duLHdu9A|TOjkfWtCRTjRWkPxfpoY3w
5,69,55,3,newkruvn1rhEvueEc9y1Mw|ilyxezh19lrV_l2L8x69pQ|xay1MR3A6EPRcXTDcVXEDQ
99,114,95,3,WM3q-7scdPUei6fu4SJFYw|VLgeZnsCS20OD5hyLvhjsw|Bdve_Izimo7y1YYoVZo3gg
71,58,125,3,dm9UbH8XPAP6735lHRYILA|DVcUOGr69wMY8-8n32KqsQ|edU5K_QDvydTbWr4xfCfmg
63,121,33,3,9zaXFApfobvEKgfGt-NUxA|XkWLvNeJWIQqNp2oX4XzKw|XY345Iduz5waSov8H6XPaA
44,109,70,3,r5V1bTj7P3OzwQtj9PCYIQ|s5KfbGPfjVryn75QBk8x4Q|QlftJrBQV07DZP7Z6-_1Jg
110,90,97,3,wTDoKozZrBIR0ZJ3-dBXCg|gJqT8rZJHyJXYAhC9VK6KQ|M8Q9QjiDhHVP6T8YeZjv_A
30,73,43,3,GeLIGSZSobCDxi6lvZr6mQ|5UjINogSwLL6SKRM5mEZng|OhTknUVRxFU8YbaiWZkG3w
93,113,117,3,EAF4MLS6x7mzq8CDpOcXXA|cnsNl3niC_iHLpwhQmJ2uA|7OYOESZhF4GKidAdYhnD3Q
8,44,94,3,5ErOKHjCoHh9tYrAxRVDEw|oiiRk6q1FvcyWIejCWQhPA|lQMiODUsrcWYvuw0R2VoWA
44,97,114,3,b5Vz-xhseZ4qaKHJ0beBLA|NgLsXmpzZY2f2ePefMYtdA|teJhmB5DsIpAuqG1wrUVDw
26,73,126,3,c7qrYCo8FjZgNI8rJzrUaA|SOi_b2_SezhGxml_6_Ym9A|qaN2hUSrjZkluAvQ_meabA
7,56,5,3,bBMH0iGXMYVdnT9cf6_hgQ|WQx928GOxEAIbKWP8GWPuw|QuHruAyVY1_Jl2O-egeCsA
105,109,27,3,3fKfzbt_nXh91kMeRcpxZg|eIh7IeIX4Z95Jm3NAVrDJQ|iGSwgglc8r9MFcDHdaqMJw
14,33,43,3,Qbb6nFPzPgvyCDvCd7OHqA|pNf55jk_wLt8KO6yuz70MA|_VYWkhKEy3QO1LTD_rTPYQ
106,79,48,3,FH8ZnbOiLpc5pcSsdqTfjg|rjuWz_AD3WfXJc03AhIO_w|d9bcNc20M6jXF5V1PiujgA
30,82,107,3,1o_M5JdOkJJFNj1rIDIlng|i9B7FwKJoXYiBUSKRObgBA|qh7T0rql3chxxuORLMse2Q
87,68,66,3,hC95TvOugXXRF7JEOPZHQQ|yOS41HTTxir3ifjrD0qNBA|JWT4mwvAZiXWJk6BxB6CbA
4,34,27,3,PQDU41l6x8dTJFvlLoCz7w|OBtxvSglTmvMNsJ7zkK3qw|r6hgnv29EssMn7At4J84jA
22,40,75,3,5eldbLrF_oodWvu1VuEP8w|s_RStWu76oxfAPhmqmUMMw|z65xZuXZPuESDTFLSziSlw
73,77,125,3,QyMoP9r9KTht-r54EL2elQ|8vxNQrL_ONPNXZ1VuMTmCw|r8yas9MZrbKfHS3n1u12Tg
67,79,33,3,ZSJeZPEoHXMdgMpRIMBpiQ|7GDlai7-hUC7cW_5HT0TUg|__WSPB2Wq2DLllZ9TPV8OQ
95,32,88,3,4y5nCB6NWXRpjL8Spo1iuw|7Oq3AI3omXpvcN9xDzNeLA|dLS-Qg_uppY3s3yjZyQBzg
100,47,41,3,NKP_jXl7Gn6hkiR8D206Gw|j0xNFjuw9cCuFStDXu-jvA|sXVPF8-hZ6k8zK2d1O6hNQ
55,60,75,3,kLSEk3qXY1KdtFjxHJ9pww|kK6rYQcyxW_FnuVh8oTT0g|NbooU7y6Ctx8M4tmdlt47Q
69,48,113,3,cm0bhBDPM3bjBefmEXa3BQ|s-74t4aQKL2pWeQmIB-c1Q|zuiy8O_E20koZHmT6kJXMw
74,88,95,3,3uvFklejzRPwEPEZQ5vHYQ|HlZK43tRoexaI3pOrJR5_Q|Uc-2UziRQMTpV8UqOVOSrw
92,30,53,3,jc9tLu4dbMpDfWQuJgJmUw|-m4JBdAxvzOlGFZMjSQMMA|zs2CNCRQHCOhxCdqHlLgHA
125,7,113,3,kJQJ3eV46tJR8sS_KdDKBw|4hQxm6xckt0EGqfAGzQDyg|2JrZZVJ_3TLu77rYeaPNeA
85,110,96,3,39lNTydaNnOpCNNbMB0jkA|w3bYKltczgGMGU0eAD0low|sE0J-PWn77ja5AJK5Sw0jA
36,48,104,3,m-mAb_m76Esgu3rlSkGMuQ|mb1NchJIUHRvGJcNInjv_w|QFjAKsnJus3Fej9Pi81SpA
116,53,72,3,nfSrYYGyEhl_ilIrhQLi_Q|auaHznnSsyfDWx9X5IjtyQ|GQ75XoXnC2-AjdzUdAgioQ
77,66,23,3,5HRc0bEDqmgvB8MifkFwhg|UOzygOSJxEmfPVzNWc4qNA|0HCZGBYG5q5Omu_1c5V7Dg
99,65,4,3,lLR48g75muTbt4FX4Ztiqg|s7_Vm9QVBqT7n0ffWG6jPA|IzshPfwjbTkcwA87_GYCIw
117,70,44,3,zViHvbxSstFL7RtbERqB1w|_aVKCDf7P8iHVKiZnsuCiw|1j7Y1eek07NRv_SkBOJFgA
100,53,41,3,JwADCauxAkkyFlKSEvVywA|V4Qg7610Xtxi4XPt4qOBqg|1f0F-7Jlz1hJT1qt_6a34g
104,88,123,3,hxz-ZUqfwcueJu3eIGcBMA|pyC19rtFOuoicvkgk6VcNg|Fxzm5Yp3yDq_8n5gptP1lw
82,82,70,3,Ox6MY2s1Nur-yDCVpKcmDQ|t2o7avwuulLs9jYowlgsjQ|5vH_3zGUZXOCi03SkKVpTg
90,55,28,3,oGAykAoB59YqGSbCpLmcwg|6KyUWc5dyXl9U3sjpSShXg|8vfg1l0LWaAGrE87yEAgHA
78,70,44,3,CL1kpAsyhhb19w0aWDOLuw|CCeUPUSWxYqUB_qtkGi2Lg|QckgxxdTdsRPdE1O8IUG_w
55,49,108,3,E0qpZQLChtbEYSNj3OYrIQ|LhgDTzrMSslaEuxUdVu7Kg|sC45E7YvilOD4mAngrr3dw
16,100,32,3,KKGmp8oQC4PkGf7dGvJcmw|vp8YiQ5_b4qm5c4vOtRsIA|i021iBZ1SatdR-NzBuR7Cw
45,79,33,3,h4GKW3VPpFpUVdbXR-SzoA|KCCF-VmT65o9cVTsuwwk2A|GUY8jHP3eUSuPTDh_kjBzw
117,7,88,3,rOZbHxErnT_BRanPVYWJ_Q|Kg4Yx0vIsnYs1XPcX9kB9g|mfBbcBaOo7KZsJ5JZBSeZg
8,68,97,3,TZ46_Ej0RkEdXPZNnoPujQ|vWERGBrcoWgRBzWdd_yWWQ|m1VsOw27fv8SsLMfoPajYA
5,105,13,3,V__lf8qRi_6M718iQoDO8A|gETS5NUj9DW71E2Pmcdx_g|nszscbhz1Ftq-zlH5km0Aw
41,60,16,3,3L_pz8wbctRalLVdKvRuwg|KR-Pb1-fxE9TrZijQWH0Qg|IvuPP0tV1ONSySTtV2Khlw
113,19,0,3,Ze17qP3TISdtwp8LGPCASA|p9o9V9EuowaAE9ikoPHE5A|Y96aX7yEyFan_zuQcl6BFA
57,97,10,3,mfseNH2bKKSWnAlSrh8WXg|w-1f4fPybV9MfVqDnCsTdA|1M6Bcrzsg1QydpEvvC3YEQ
21,120,78,3,yPXqCvd-I5OEs8Lep7sigg|CoCWZV9gvHKUZt5ndw62Ag|2AqEWqRbKhcY-30b9geCRQ
3,86,29,3,ZKnzTLxLFkMmipKcvC8FrQ|Wq7YGTnSQ-89TJzBGpcRhQ|8Ft2tQ5UL2RnI9Y7nbX69Q
10,102,17,3,91vuBK2s_mPgw-FEDBRDeQ|1ZWTYexgZsSLm85yTZQzWQ|qgQne6KhPvazQw9GLkov2g
19,72,34,3,hPSBImWXZdFoAx5AJnQtHg|L9wRaPRmm6k3O1w9mEszYw|ylaZaeABtnwT2ac37exrwQ
96,90,55,3,C8MFN_SUHkkXgY2enOUruA|MNO9BtgPZa1nWtRgTEXPCA|CRSxYadNfNLQq-chEm5Axw
59,66,4,3,20h7r_Rv_gnLibkJgYXRww|wmJ5jgKUkPqXfEKTNkqI7g|AJMH4STQfS9at_hU0PGQ7g
110,97,103,3,-qWrhUtz3O3IqrCKcTQ4KA|dXcGG8D-6mOAjSChK8192A|An-GUcRhiJ1tkrNIahmHrA
119,60,28,3,f8xDFhZTT2iB8dDZ5fFZmQ|hXL6oSqDFIp8DWQzR35QKQ|d1ktptezVxULuwYnhsfEyg
50,53,59,3,yV0nS1Fahuw44f25W8Q2qw|3Ag-nKpEIYcHusV3iDYdOw|u28jv-zyxbE-zx3cwFygrg
47,32,4,3,vDRbIZgQkohfjt2ctVLn1w|jbIEUaYxVxiZkRypyeP3_A|nWpIXaVS8VuAsHZYID4Lww
52,29,110,3,GROalyyK79uPqR8GnwpRTw|B5E5Eyfins922mHx_bv3DQ|jTeQqqBmFjEKIP2Arm5UvA
51,51,75,3,vuL3QCjFZ7lU5LMdUAmZ9Q|xYVMSW5_zoCicKf6vvo00Q|4r_rZLEhibpTm-u-uGef7A
51,56,75,3,RrqRin8BYGrTlJbCDwtLzA|rPBO4EMvyPaXc8XKaBlu-w|Px_2zilYuEss17Pajxy1Cg
88,50,48,3,x7R0FReViemWjQO581WI5A|ryX7m8H7_nnF3C8gWWQEiQ|VEoqI5nI1lj56SVUvhufuA
97,26,113,3,4i1to26tzHGWDpquEeazwg|kMfWeZIv6g5J1VoBZ_ip4g|WNMUrgKf0QVbUi2MVmDfgg
44,96,11,3,5CZIGD5oNpS5gQTiVxHCdg|r17TZ4H2vyptAV3nuydGsw|nnRcvJxevEG3cevopy_gMw
97,73,4,3,JaNDls5Q3Y9t4XUn-CszBw|PmFBiD-KW4U_L1MS9qcIUQ|5Fm6khB-De-OdqATep9J9Q
32,60,95,3,P1DkSlegzHKdxJAXe0QevA|QyWxTsVvvqSEpU1KNblRbQ|TJhQ9wS_nuLE383nfWXnqw
78,120,19,3,VZFQS0SXzXPuxISbAgIVBA|hYs3ioWpQr-WwV9nRD5lAg|ifxbWY0iuTey-YtC2-p-ow
45,54,59,3,ARKB7J0IVDbodnINMuIRXA|fzHvicZScLdXuSIjIVKfQA|cZq--Kpq4bcmblLlzzcqLw
8,122,38,3,v2UmYZ1rPT48IroaD0xZAQ|rAUaBd1BMOrY9K6kZzcEEw|weke-9Qern3mkOxY2Vj00A
65,38,4,3,Qy8eNnWB1bTYnvRQ9jgOOQ|zwOfWSiMbNVhIk3NXNUrIw|S6cujzOD6sOBkEfOsNlbYQ
68,123,29,3,ECxsb2wf9J7Qf2CWtJelbw|RJBiEleMH9ZjPFba26-uMA|hd9AZL7gAxeRWBjwvX7aGA
60,38,87,3,SOgXFggX3DHvbaR-CJQu8Q|X_AVbwQcF3dcSWP6TlErcw|ppEDJRsyGcFqBw10STGDqw
56,121,10,3,pRYs_U3tiTisUazOzDgLaA|chj1KvAgZyNI8-6QG4sjrA|K-e2NGOko5OzAW6aGUnMig
117,122,104,3,tS6sIazfKc77jbEi2w0zgQ|DOt636BW6yd8Xx1frgG6lg|-qP1L9kx0FoH-kFwHXEwbw
103,25,37,3,NFVsBWnk0_64_0Zc78c-uw|S47MUW7r8q6i9Y0xUbRbVQ|lZdQHxfGAn6WfkuIGIR0aA
87,2,29,3,JhOmbo5XOadQpbNCBr9NAg|rMGVSMpGrCfLanpsx0DV1A|nU9ShvVQk6Tug849ELbOcg
35,55,28,3,zbUyNmrSIhPSh4HOosX2vQ|Pp4LoheunB4izDxveFgU0A|Kh_DzBIaiR8j2Rak62Qryg
110,103,4,3,XNRPnU9ynX0iZUh3y3ILog|INqook5ST85zfuM2kUTkLA|dAM-uwfhhF6pOyPyvpxvNw
35,9,110,3,I01T3bIv2B7FWfkzgcVpPQ|BRGgmf9d8cCRia4qOR761Q|dyNgfmu0wiQej_ivrxOSqw
60,53,97,3,ToZ06WelGOBpFLPEOAVrTA|8PIjJH-R-TYA1kAgWwBLKA|gq1S6VzT3thUjXKGS328FQ
44,108,114,3,hhWkf2PHIlsYdXN8rNgr7w|ifxZ_RT_TSZwdCzI2FS22w|i4Q1FYsQrJGIdINwvzVKkA
8,44,48,3,F7ogxdrqzuYffhGAYaaFDw|zVoivXO64KO9-4UQlMhoPA|en_RXTfwOL_NiInszgD2ww
45,109,62,3,CEYfNVxNXRyRjbemmxETJQ|b6nhar-0ecQpIz6mlvr-Jw|cf1VJvJIjwccYXwk16U4xA
57,90,94,3,THucCu7J5Djmqn8Ywf-yLw|O-tprNSa7f2yhBoqiB3aJw|e0l9OatpOZpExesBwVcAOQ
90,54,10,3,nBzuQpDu8yYyggr3nZiBCg|1klLtizIbBP6RqX87CYi5A|m18Iy9ZOZWXA6qvYs65M6A
92,86,29,3,AxHA8RiJGA1w4wGEsq4uug|oaL4PHfTpe71IDvGw4AhcA|ZsU4UDadMyXVH45YGn1dTg
100,108,29,3,ukpPtF8UMRshZ_216N1YTQ|ILzA4Fwq61zPI1gPJ4zRrg|Hx1smNXRkLZXFKaqjS8Diw
8,104,51,3,o1xMeeymj2rr23wWnrH8XA|fjbn8p5nyC24MXh4bBqtvA|pPC14wPZk2ul_w4hTsNMEg
113,93,0,3,_3-4zz_PlKsSQwkCU5_a6Q|zvROunWPRkgnaEKiXKNIIw|476WNlPHOteKiIem14na4Q
56,53,10,3,183Cadcdfqt_DX4nkrv6kw|HqboewBmhfn4SzRg7lC-8w|XePE5tZHNhWoe8Z1plBiCg
71,40,4,3,vRMWJbhvO541Kk1ArerGzA|ZpE6yjbohGZqCQ-U9OwZ7g|qdh-HkVRCqqPghhLagfEpw
85,68,59,3,1xScXVOOw4AjIEh--LftWg|vk51xqmXpxPsRVAkOUa4nQ|X2HJNKFY58RW1mzjH3n6dg
55,33,19,3,jSAOaEVCfZkcDpg-yVJ_Ow|oDKGXVSQfegQt1QU9KLiJA|rkqsFfbdeuXevR4Z3VgFuA
102,7,115,3,XixKy4AoVb-sAljtEeKALw|8XbFkEQLu_R_rakkMlQgLA|5WNohYDxnUF_zx8d_MxlbA
0,71,88,3,kfN6roQlTHWvMNlYdq2zgw|_Y_LQoLF7zS8U7nAs0dz4Q|ps0bd_rZ-IVBoV_ayQizCw
64,2,4,3,sXSGezktRDQpR6BvM1LseA|Bt7HnXLyITliNgxCdCsnLQ|bevOBvVz0ixr6kf1I-0U-Q
44,84,61,3,wNj6mfivohSUpwP5AjmLoQ|TNeSJzN1rHl_g2sY8G00_A|k3hVg9relQGqqzqz9e4NrA
107,59,124,3,afz_AwNNHMqqRo9OaKF_bw|EkA1I4kODCDTHg021sXgFQ|1r5tIfLRR_KZ3VaxIiJTvw
6,72,91,3,qGZLRmvpeXN-IY2JfrZzzQ|1NDDa6Ha-Cw_TXJJn8fyKg|avB60OOVc_YOyfbz2AqL_g
122,17,17,3,C3QqR2KcnAlYy1moLWONwQ|tyI-78CDKGWCjoWiPHPHVQ|2j4RV3cyJmwfZA0jQ_ncmw
78,110,73,3,okqY2NIu6yxXzIidBPfgig|99v5aJGZRvEC1LOsVHafTQ|KBWSXXTFE_SgKyns1lVftA
123,79,56,3,_t9DLXruGEQMXKRuPRLehA|HYNqCK5AxSv0UsX0AFY8sg|1YnUIpvSy4bODX8fxXFyYQ
53,38,123,3,QZ2dh8jpBPDN91CAYt1QSw|YNtx9njji4GbnbD56tavdg|7-1UAlFnZ0XGCX64HqF0SQ
125,71,34,3,CSkwor-qs2f0D0qP93MefQ|eVl0n0p1YBwVtERGmRqH2A|bJISQk6K8e51og2eiBW3ZQ
125,114,4,3,jIaycjmFK6ZecPx-tMR43A|dQZlvOEVNke30MY5iTiy1g|b6IN3-jHnwlxwYoOXMZf0A
115,108,110,3,IQ6YW3nHhx6-mVfB_-lpZg|vrWeV9h4YNMA469rzdLTBw|W8L8BNvQNStfKDKA-RXbAg
123,90,59,3,EraDGJAHjf5IaA9VBGepfg|-s2TGj6hRXOh9T6BqJ5Ulg|bHLf7RuAmMM1Weym08PW9A
115,97,125,3,PmASdGXX3XVokN2q92JIXg|kEeM1rPVm2npocfdyT_0ZA|7pEK40Lzs6Rkz8O7jfNsmg
55,117,11,3,7eF4uyc9QEvYN-ZCC6KSng|uXEfRkAehdp7peuaysddCA|Y5wdwJwn5fNS3v5kyIo5QQ
41,84,104,3,u858IdTVc8Np_JHXS8JImQ|q3G9egpyrtddHfPozDcl8g|vvPGNsRbslG1-ovtMrLmsQ
68,118,29,3,oxyJmKcG-GykkaQAKIkhdA|h4dkUD52K10UV6mJ1WdSvA|kcSS8bKAokzVOuAQwwSNjw
32,116,95,3,cVwr3l3WnGJEMX8NhxcY9g|PdB6d0mf0WvG6EkLiF88gw|DLw6aby6Gae38mokNp4XiA
65,80,36,3,waltVYBc30JaTvhXAlZRlA|tOWnrmTGgaFB9MFAh_6eLA|I-5IYXXcrKu_T088g5fxqg
12,7,86,3,Y92Nc9GhuXWvIABqNtSWGA|hGeI6ICLbNHLuXAgJxjlFg|HnHAbKQmecWR4VCvub0AdA
88,23,27,3,oiwRXkajqqT4Yq5SpEsy3w|X6VyF0hVVfE-N87lintvQQ|4KJqpqPuD887Nwlrn-aZHw
79,102,86,3,z_mtSIxa0LhTDlhBsstFTw|GJmyROrNu3KrhnHNNRbVrw|LvpEIkV_CanzRfO-J00efg
21,71,75,3,mDplRQe0GajH76EzHJhucQ|Ma63jBFq7j2EvpaNBzBP-A|Ht3NJdqz1xR0Mrji9xa8AA
39,104,75,3,cMf3Ej3KNBoN2sIpLCm9Rg|-ol8_w6-ArmKBw-GMK3NkQ|W1zJ_BOfeOq9atnWzjWUCA
125,40,115,3,pVHbXwsqLxNzAx9rdwy2EA|W03ljRpnT1ZSkfo2keKc6w|pAfC9NSwoRvUSHfPE3VIog
45,9,59,3,Bue1yL2IXFE44nCbrFsgVw|OXnDPFo9SVQ1G4rOXQYJ5A|3vSbXU583ifsgEM8byccoQ
29,16,53,3,Aljz2P80apSzTJhJgiu2uQ|568sC23pW0WZYXafvhJZDA|XhoODVSS1ri5Mr6yUB7hWw
88,47,48,3,QbJXsdhbZ8HQqjCpb76_FQ|tpS5qq7iSJLKD38pM02lZA|e2XHZiaN6tSQn6xY8zgktg
32,56,5,3,2m8Gdh2AYepXn0dQBA5y8Q|ikXIi1USxbxeNnHolNDkMA|2F3LdqM2gX2-jOM7WCZDxA
36,78,104,3,k4WBufHPsiz4HgmT_gwK3g|ydpTeUOS3fvu3uP47s-_Nw|4vy8j-L9zXXFH_wh2sVzAw
71,77,37,3,uUWV5HDFKX6rfvU1SNB1-A|zAxWNkDWBvgNfIwTAyCBMw|0GYqOZwfs9eZGLdb5HCFLQ
90,59,4,3,Jl-xOkb01zNW3onu1FbC9g|QrrxvIzdivd7EVyoSqM0Gg|qgfjq8YSs3sXK2SNcoaCXw
101,107,52,3,gsIUQJo5i3tB0tjPqBk5Rw|oUkUQPrmmvwY55NCuenQNQ|_l9J1_7GAaJDDNtHBz99kQ
57,81,10,3,ofcc2t1o8pmfF9M_S2wQaQ|-2xzyHY8uWnLmyQkkfwMuQ|wkWYCdgCtFto6DSb2vix5g
103,38,54,3,mPofJfeG_2GtKdHONWzKag|fz0U0L7LbiLCEJKM1e4sBQ|v9Ou4-cbBC9yQ_MTyEsx6A
47,65,10,3,H3B6ZCjtQURr0iWBXYmYzg|tqCDj8b0lcRfhLMP9iZ3FA|NJVE37nRqAuTJ3OnBWEddg
101,53,87,3,o1u06-7JKIYAYRx-1sKGLQ|jUhOfHM5tPOT5_fjxXvktw|iEMT0tCUGJ4S2qvMkQcVLg
